Notes: (PlantWoodC, PlantLeafC, Soil and Litter in g C/m^2; Water and Snow in cm; SoilWetness is fraction of WHC;
loc year day time plantWoodC plantLeafC soil microbeC coarseRootC fineRootC litter litterWater soilWater soilWetnessFrac snow npp nee cumNEE gpp rAboveground rSoil rRoot ra rh rtot evapotranspiration fluxestranspiration fPAR
       0 2002 284 17.50 17700.86   149.91 12299.84     5.00 5733.12  3811.03   280.00    0.500     4.14    0.345     0.00    -0.63     1.13   343.35     0.00    0.555    0.577    0.076    0.631    0.500    1.131 0.02615866   0.0000   0.3083
       0 2002 285  6.50 17701.68     0.23 12453.10     5.00 5732.94  3808.70   280.00    0.500     4.05    0.341     0.00     1.96    -1.59   341.76     2.57    0.555    0.427    0.056    0.611    0.371    0.982 0.09596889   0.1577   0.3090
       0 2002 285 17.50 17700.17     0.53 12456.99     5.00 5732.68  3805.86   280.00    0.500     4.02    0.336     0.00    -0.31     0.71   342.47     0.00    0.243    0.469    0.062    0.305    0.407    0.713 0.02534573   0.0000   0.3090
       0 2002 286  6.50 17698.74     0.80 12460.30     5.00 5732.48  3803.48   280.00    0.500     4.00    0.334     0.00    -0.38     0.71   343.18     0.02    0.342    0.383    0.051    0.393    0.333    0.725 0.02190060   0.0013   0.0014
       0 2002 286 17.50 17697.35     1.03 12464.20     5.00 5732.16  3800.51   280.00    0.500     3.97    0.332     0.00    -0.38     0.78   343.95     0.00    0.321    0.454    0.060    0.382    0.394    0.776 0.02654621   0.0000   0.0014
       0 2002 287  6.50 17696.15     1.23 12467.46     5.00 5731.89  3798.02   280.00    0.500     3.96    0.330     0.00    -0.33     0.69   344.64     0.03    0.303    0.416    0.056    0.359    0.360    0.719 0.01829348   0.0016   0.0027
       0 2002 287 17.50 17695.14     1.38 12471.35     5.00 5731.49  3794.88   280.00    0.500     3.94    0.329     0.00    -0.28     0.67   345.31     0.00    0.216    0.452    0.061    0.276    0.392    0.668 0.01924992   0.0000   0.0027
       0 2002 288  6.50 17694.16     1.51 12474.63     5.00 5731.16  3792.25   280.00    0.500     3.92    0.327     0.00    -0.33     0.65   345.97     0.04    0.311    0.380    0.051    0.362    0.329    0.691 0.01994600   0.0024   0.0036
       0 2002 288 17.50 17693.34     1.56 12478.50     5.00 5730.68  3788.95   280.00    0.500     3.90    0.326     0.00    -0.34     0.73   346.70     0.00    0.279    0.454    0.061    0.340    0.393    0.733 0.02039819   0.0000   0.0036
       0 2002 289  6.50 17692.64     1.62 12481.76     5.00 5730.28  3786.19   280.00    0.500     3.88    0.324     0.00    -0.27     0.60   347.30     0.01    0.218    0.391    0.053    0.271    0.338    0.609 0.01320537   0.0002   0.0041
       0 2002 289 17.50 17692.03     1.62 12485.63     5.00 5729.75  3782.79   280.00    0.500     3.87    0.323     0.00    -0.30     0.68   347.98     0.00    0.241    0.441    0.060    0.301    0.381    0.682 0.01653333   0.0000   0.0041
       0 2002 290  6.50 17691.43     1.62 12488.88     5.00 5729.30  3779.92   280.00    0.500     3.85    0.321     0.00    -0.34     0.67   348.65     0.05    0.333    0.386    0.053    0.386    0.333    0.719 0.01822314   0.0032   0.0043
       0 2002 290 17.50 17690.77     1.62 12492.74     5.00 5728.77  3776.52   280.00    0.500     3.83    0.320     0.00    -0.35     0.73   349.38     0.00    0.293    0.438    0.060    0.353    0.378    0.731 0.01914743   0.0000   0.0043
       0 2002 291  6.50 17690.19     1.62 12496.00     5.00 5728.32  3773.65   280.00    0.500     3.81    0.318     0.00    -0.32     0.63   350.02     0.04    0.314    0.366    0.050    0.364    0.315    0.679 0.01764191   0.0028   0.0043
       0 2002 291 17.50 17689.58     1.62 12499.85     5.00 5727.79  3770.27   280.00    0.500     3.79    0.317     0.00    -0.30     0.67   350.69     0.00    0.244    0.431    0.059    0.304    0.371    0.675 0.01779447   0.0000   0.0043
       0 2002 292  6.50 17689.01     1.62 12503.11     5.00 5727.34  3767.40   280.00    0.500     3.78    0.315     0.00    -0.31     0.63   351.32     0.04    0.300    0.366    0.051    0.351    0.315    0.666 0.01724311   0.0024   0.0043
       0 2002 292 17.50 17688.35     1.62 12506.97     5.00 5726.81  3764.02   280.00    0.500     3.76    0.314     0.00    -0.35     0.72   352.04     0.00    0.293    0.424    0.059    0.352    0.365    0.717 0.02057148   0.0000   0.0043
       0 2002 293  6.50 17687.78     1.62 12510.22     5.00 5726.36  3761.16   280.00    0.500     3.74    0.312     0.00    -0.31     0.62   352.66     0.03    0.289    0.367    0.051    0.341    0.316    0.656 0.01923755   0.0020   0.0043
       0 2002 293 17.50 17687.15     1.62 12514.07     5.00 5725.83  3757.79   280.00    0.500     3.72    0.311     0.00    -0.33     0.69   353.35     0.00    0.270    0.418    0.058    0.328    0.359    0.687 0.02004313   0.0000   0.0043
       0 2002 294  6.50 17686.60     1.62 12517.34     5.00 5725.38  3754.94   280.00    0.500     3.70    0.309     0.00    -0.29     0.59   353.93     0.03    0.272    0.347    0.049    0.321    0.299    0.619 0.01398003   0.0015   0.0043
       0 2002 294 17.50 17685.97     1.62 12521.20     5.00 5724.86  3751.56   280.00    0.500     3.69    0.308     0.00    -0.31     0.66   354.59     0.00    0.254    0.405    0.057    0.311    0.348    0.659 0.01512205   0.0000   0.0043
       0 2002 295  6.50 17685.49     1.61 12524.46     5.00 5724.41  3748.72   280.00    0.500     3.68    0.307     0.00    -0.22     0.52   355.11     0.00    0.176    0.342    0.048    0.224    0.294    0.517 0.00775391   0.0000   0.0043
       0 2002 295 17.50 17684.97     1.61 12527.57     5.00 5723.88  3745.35   280.00    0.500     3.67    0.306     0.03    -0.21     1.31   356.42     0.00    0.151    1.156    0.055    0.207    1.100    1.307 0.00842971   0.0000   0.0043
       0 2002 296  6.50 17684.45     1.61 12530.83     5.00 5723.44  3742.51   280.00    0.500     3.76    0.310     0.01    -0.26     0.55   356.96     0.00    0.209    0.337    0.048    0.257    0.289    0.546 0.02307059   0.0000   0.0042
       0 2002 296 17.50 17683.88     1.61 12534.67     5.00 5722.91  3739.15   280.00    0.500     3.76    0.313     0.28    -0.26     0.61   357.58     0.00    0.201    0.412    0.057    0.258    0.354    0.613 0.00828248   0.0000   0.0042
       0 2002 297  6.50 17683.38     1.61 12537.92     5.00 5722.46  3736.31   280.00    0.500     3.76    0.313     0.26    -0.24     0.54   358.12     0.00    0.192    0.349    0.048    0.240    0.301    0.541 0.04364656   0.0000   0.0042
       0 2002 297 17.50 17682.82     1.61 12541.76     5.00 5721.94  3732.95   280.00    0.500     3.76    0.313     0.31    -0.25     0.60   358.72     0.00    0.188    0.411    0.057    0.245    0.354    0.600 0.12295627   0.0000   0.0042
       0 2002 298  6.50 17682.33     1.61 12545.00     5.00 5721.49  3730.12   280.00    0.500     3.76    0.313     0.20    -0.23     0.53   359.25     0.00    0.184    0.346    0.048    0.232    0.298    0.531 0.11782883   0.0000   0.0042
       0 2002 298 17.50 17681.75     1.61 12548.84     5.00 5720.96  3726.77   280.00    0.500     3.76    0.313     0.15    -0.26     0.61   359.86     0.00    0.205    0.407    0.056    0.262    0.351    0.613 0.04483312   0.0000   0.0042
       0 2002 299  6.50 17681.23     1.61 12551.44     5.00 5720.52  3723.94   280.00    0.500     3.83    0.316     0.03    -0.26     1.20   361.06     0.01    0.222    0.989    0.047    0.269    0.941    1.210 0.04537216   0.0003   0.0042
       0 2002 299 17.50 17680.63     1.61 12555.41     5.00 5719.97  3720.47   280.00    0.500     3.83    0.319     0.07    -0.28     0.65   361.71     0.00    0.220    0.434    0.059    0.279    0.374    0.654 0.00730912   0.0000   0.0042
       0 2002 300  7.00 17680.15     1.61 12558.49     5.00 5719.55  3717.77   280.00    0.500     3.83    0.319     0.07    -0.23     0.52   362.23     0.00    0.180    0.339    0.046    0.226    0.293    0.518 0.00206661   0.0000   0.0042
       0 2002 300 17.50 17679.56     1.61 12562.46     5.00 5719.00  3714.30   280.00    0.500     3.83    0.319     0.00    -0.27     0.64   362.88     0.00    0.213    0.432    0.059    0.272    0.373    0.645 0.06824227   0.0000   0.0042
       0 2002 301  7.00 17679.08     1.61 12564.93     5.00 5718.57  3711.61   280.00    0.500     3.83    0.319     0.00    -0.23     1.13   364.01     0.00    0.184    0.949    0.045    0.230    0.904    1.134 0.00335443   0.0000   0.0042
       0 2002 301 17.50 17678.52     1.61 12568.10     5.00 5718.03  3708.15   280.00    0.500     3.82    0.319     0.53    -0.23     1.40   365.41     0.00    0.176    1.220    0.058    0.234    1.162    1.396 0.00929937   0.0000   0.0042
       0 2002 302  7.00 17678.13     1.60 12570.57     5.00 5717.60  3705.46   280.00    0.500     3.82    0.318     1.04    -0.14     1.04   366.44     0.00    0.095    0.942    0.045    0.140    0.897    1.037 0.04768275   0.0000   0.0042
       0 2002 302 17.50 17677.66     1.60 12573.74     5.00 5717.05  3702.00   280.00    0.500     3.82    0.318     1.02    -0.14     1.29   367.74     0.00    0.084    1.209    0.058    0.142    1.152    1.293 0.05378518   0.0000   0.0042
       0 2002 303  7.00 17677.24     1.60 12576.22     5.00 5716.63  3699.31   280.00    0.500     3.82    0.318     0.98    -0.17     1.06   368.79     0.00    0.122    0.934    0.045    0.167    0.890    1.057 0.05996469   0.0000   0.0042
       0 2002 303 17.50 17676.70     1.60 12579.38     5.00 5716.08  3695.86   280.00    0.500     3.82    0.318     1.36    -0.22     1.38   370.17     0.00    0.163    1.215    0.058    0.221    1.157    1.378 0.02459016   0.0000   0.0042
       0 2002 304  7.00 17676.26     1.60 12582.31     5.00 5715.68  3693.31   280.00    0.500     3.82    0.318     1.39    -0.19     0.47   370.64     0.00    0.151    0.318    0.043    0.194    0.274    0.469 0.04767571   0.0000   0.0042
       0 2002 304 17.00 17675.73     1.60 12586.39     5.00 5715.11  3689.74   280.00    0.500     3.82    0.318     2.36    -0.20     0.58   371.22     0.00    0.134    0.447    0.061    0.195    0.386    0.581 0.02484049   0.0000   0.0042
       0 2002 305  7.00 17675.30     1.60 12589.31     5.00 5714.71  3687.19   280.00    0.500     3.82    0.318     2.45    -0.20     0.47   371.70     0.00    0.155    0.320    0.044    0.198    0.276    0.475 0.00882751   0.0000   0.0042
       0 2002 305 17.00 17674.67     1.60 12593.38     5.00 5714.14  3683.63   280.00    0.500     3.82    0.318     2.41    -0.29     0.68   372.38     0.00    0.231    0.449    0.061    0.292    0.388    0.680 0.04173866   0.0000   0.0042
       0 2002 306  7.00 17674.22     1.60 12596.29     5.00 5713.74  3681.09   280.00    0.500     3.82    0.318     2.39    -0.22     0.49   372.87     0.00    0.172    0.322    0.044    0.215    0.278    0.493 0.01580771   0.0000   0.0042
       0 2002 306 17.00 17673.70     1.60 12600.36     5.00 5713.17  3677.53   280.00    0.500     3.82    0.318     2.46    -0.19     0.58   373.45     0.00    0.125    0.451    0.061    0.187    0.390    0.576 0.08963647   0.0000   0.0042
       0 2002 307  7.00 17673.29     1.60 12603.27     5.00 5712.76  3674.99   280.00    0.500     3.82    0.318     2.37    -0.17     0.45   373.89     0.00    0.126    0.322    0.044    0.170    0.278    0.448 0.09012198   0.0000   0.0042
       0 2002 307 17.00 17672.67     1.60 12607.33     5.00 5712.20  3671.44   280.00    0.500     3.82    0.318     2.24    -0.28     0.67   374.56     0.00    0.220    0.450    0.061    0.281    0.388    0.669 0.12581675   0.0000   0.0042
       0 2002 308  7.00 17672.23     1.60 12610.24     5.00 5711.79  3668.90   280.00    0.500     3.82    0.318     2.02    -0.21     0.48   375.05     0.00    0.162    0.320    0.043    0.206    0.277    0.482 0.22310186   0.0000   0.0042
       0 2002 308 17.00 17671.68     1.60 12614.29     5.00 5711.23  3665.36   280.00    0.500     3.82    0.318     1.75    -0.21     0.60   375.65     0.00    0.151    0.449    0.061    0.212    0.388    0.600 0.26328087   0.0000   0.0042
       0 2002 309  7.00 17671.26     1.59 12617.19     5.00 5710.82  3662.83   280.00    0.500     3.82    0.318     1.40    -0.18     0.46   376.10     0.00    0.138    0.320    0.043    0.182    0.276    0.458 0.35445485   0.0000   0.0042
       0 2002 309 17.00 17670.64     1.59 12621.25     5.00 5710.26  3659.29   280.00    0.500     3.82    0.318     0.97    -0.28     0.67   376.77     0.00    0.223    0.447    0.061    0.283    0.386    0.670 0.42673926   0.0000   0.0042
       0 2002 310  7.00 17670.15     1.59 12624.14     5.00 5709.85  3656.76   280.00    0.500     3.96    0.324     0.44    -0.25     0.53   377.30     0.02    0.225    0.320    0.043    0.268    0.276    0.545 0.37371978   0.0011   0.0042
       0 2002 310 17.00 17669.45     1.59 12628.17     5.00 5709.29  3653.23   280.00    0.500     4.12    0.337     0.07    -0.37     0.77   378.07     0.00    0.305    0.463    0.061    0.366    0.403    0.768 0.19602695   0.0000   0.0042
       0 2002 311  7.00 17668.94     1.59 12631.04     5.00 5708.88  3650.71   280.00    0.500     4.12    0.343     0.00    -0.27     0.57   378.64     0.03    0.252    0.343    0.044    0.296    0.300    0.595 0.06838433   0.0018   0.0042
       0 2002 311 17.00 17668.29     1.59 12635.05     5.00 5708.31  3647.18   280.00    0.500     4.10    0.343     0.00    -0.32     0.74   379.37     0.00    0.257    0.482    0.061    0.318    0.421    0.739 0.01950537   0.0000   0.0042
       0 2002 312  7.00 17667.83     1.59 12637.91     5.00 5707.91  3644.66   280.00    0.500     4.09    0.341     0.23    -0.23     0.53   379.90     0.00    0.184    0.343    0.044    0.228    0.300    0.528 0.00923998   0.0000   0.0042
       0 2002 312 17.00 17667.19     1.59 12641.91     5.00 5707.34  3641.14   280.00    0.500     4.09    0.341     0.86    -0.31     0.73   380.63     0.00    0.246    0.481    0.061    0.307    0.420    0.726 0.02664281   0.0000   0.0042
       0 2002 313  7.00 17666.76     1.59 12644.77     5.00 5706.94  3638.63   280.00    0.500     4.09    0.341     1.77    -0.19     0.49   381.12     0.00    0.145    0.345    0.044    0.189    0.301    0.490 0.03437630   0.0000   0.0042
       0 2002 313 17.00 17666.21     1.59 12648.77     5.00 5706.37  3635.11   280.00    0.500     4.09    0.341     1.86    -0.21     0.64   381.75     0.00    0.153    0.484    0.062    0.215    0.422    0.636 0.23931028   0.0000   0.0042
       0 2002 314  7.00 17665.81     1.59 12651.62     5.00 5705.97  3632.60   280.00    0.500     4.09    0.341     1.62    -0.16     0.46   382.21     0.00    0.113    0.346    0.044    0.157    0.302    0.459 0.26084341   0.0000   0.0042
       0 2002 314 17.00 17665.28     1.59 12655.61     5.00 5705.40  3629.09   280.00    0.500     4.09    0.341     1.43    -0.20     0.62   382.84     0.00    0.141    0.484    0.062    0.202    0.423    0.625 0.21815009   0.0000   0.0042
       0 2002 315  7.00 17664.89     1.59 12658.46     5.00 5704.99  3626.58   280.00    0.500     4.09    0.341     1.28    -0.15     0.45   383.29     0.00    0.108    0.346    0.044    0.152    0.302    0.454 0.14629204   0.0000   0.0042
       0 2002 315 17.00 17664.36     1.58 12662.44     5.00 5704.43  3623.08   280.00    0.500     4.09    0.341     0.91    -0.20     0.62   383.91     0.00    0.138    0.483    0.061    0.199    0.422    0.621 0.37127235   0.0000   0.0042
       0 2002 316  7.00 17663.93     1.58 12665.29     5.00 5704.02  3620.58   280.00    0.500     4.09    0.341     0.52    -0.19     0.49   384.40     0.00    0.143    0.344    0.044    0.186    0.301    0.487 0.39029318   0.0000   0.0042
       0 2002 316 17.00 17663.28     1.58 12669.26     5.00 5703.46  3617.08   280.00    0.500     4.09    0.341     0.28    -0.32     0.74   385.14     0.00    0.260    0.481    0.061    0.321    0.420    0.740 0.24013327   0.0000   0.0042
       0 2002 317  7.00 17662.80     1.58 12672.11     5.00 5703.05  3614.58   280.00    0.500     4.16    0.344     0.11    -0.24     0.54   385.68     0.01    0.206    0.344    0.044    0.250    0.301    0.551 0.09268365   0.0003   0.0042
       0 2002 317 17.00 17662.22     1.58 12676.07     5.00 5702.49  3611.09   280.00    0.500     4.16    0.347     0.02    -0.24     0.67   386.36     0.00    0.181    0.491    0.062    0.243    0.430    0.673 0.09223221   0.0000   0.0042
       0 2002 318  7.00 17661.81     1.58 12678.90     5.00 5702.08  3608.59   280.00    0.500     4.16    0.347     0.00    -0.17     0.48   386.83     0.00    0.124    0.352    0.044    0.168    0.308    0.477 0.02019145   0.0000   0.0042
       0 2002 318 17.00 17661.27     1.58 12682.85     5.00 5701.52  3605.11   280.00    0.500     4.14    0.346     0.00    -0.21     0.64   387.48     0.00    0.152    0.492    0.062    0.213    0.430    0.644 0.01713065   0.0000   0.0042
       0 2002 319  7.00 17660.87     1.58 12685.68     5.00 5701.11  3602.62   280.00    0.500     4.13    0.345     0.00    -0.16     0.46   387.94     0.00    0.115    0.350    0.044    0.159    0.306    0.465 0.01265590   0.0000   0.0042
       0 2002 319 17.00 17660.32     1.58 12689.64     5.00 5700.55  3599.14   280.00    0.500     4.11    0.343     0.00    -0.21     0.64   388.58     0.00    0.150    0.486    0.061    0.212    0.425    0.636 0.02360171   0.0000   0.0042
       0 2002 320  7.00 17659.89     1.58 12692.47     5.00 5700.14  3596.65   280.00    0.500     4.09    0.342     0.00    -0.19     0.50   389.07     0.00    0.151    0.344    0.043    0.195    0.300    0.495 0.01906065   0.0000   0.0042
       0 2002 320 17.00 17659.25     1.58 12696.42     5.00 5699.58  3593.18   280.00    0.500     4.06    0.340     0.00    -0.31     0.72   389.80     0.00    0.245    0.478    0.061    0.306    0.417    0.723 0.02730164   0.0000   0.0042
       0 2002 321  7.00 17658.77     1.58 12699.25     5.00 5699.17  3590.70   280.00    0.500     4.04    0.338     0.00    -0.24     0.54   390.33     0.01    0.210    0.340    0.043    0.254    0.296    0.550 0.02033816   0.0006   0.0042
       0 2002 321 17.00 17658.19     1.58 12703.21     5.00 5698.61  3587.23   280.00    0.500     4.02    0.336     0.00    -0.25     0.66   391.00     0.00    0.187    0.474    0.061    0.248    0.414    0.661 0.01996021   0.0000   0.0042
       0 2002 322  7.00 17657.77     1.58 12706.04     5.00 5698.20  3584.75   280.00    0.500     4.00    0.334     0.00    -0.18     0.47   391.47     0.00    0.136    0.337    0.043    0.179    0.294    0.473 0.01683585   0.0000   0.0041
       0 2002 322 17.00 17657.19     1.57 12709.99     5.00 5697.64  3581.29   280.00    0.500     3.98    0.333     0.00    -0.24     0.65   392.12     0.00    0.183    0.467    0.060    0.243    0.407    0.650 0.02305642   0.0000   0.0041
       0 2002 323  7.00 17656.75     1.57 12712.24     5.00 5697.24  3578.81   280.00    0.500     3.97    0.331     0.00    -0.19     1.06   393.18     0.00    0.152    0.912    0.043    0.195    0.869    1.064 0.01535139   0.0000   0.0041
       0 2002 323 17.00 17656.13     1.57 12715.38     5.00 5696.67  3575.36   280.00    0.500     3.95    0.330     0.00    -0.29     1.51   394.69     0.00    0.231    1.275    0.060    0.291    1.215    1.505 0.01623397   0.0000   0.0041
       0 2002 324  7.00 17655.64     1.57 12717.62     5.00 5696.27  3572.89   280.00    0.500     3.94    0.329     0.00    -0.25     1.12   395.81     0.02    0.228    0.914    0.043    0.271    0.871    1.142 0.01272212   0.0009   0.0041
       0 2002 324 17.00 17654.94     1.57 12721.57     5.00 5695.70  3569.44   280.00    0.500     3.92    0.327     0.00    -0.36     0.77   396.57     0.00    0.302    0.463    0.060    0.363    0.402    0.765 0.01428695   0.0000   0.0041
       0 2002 325  7.00 17654.44     1.57 12724.39     5.00 5695.30  3566.97   280.00    0.500     3.91    0.326     0.00    -0.26     0.55   397.13     0.03    0.246    0.331    0.043    0.289    0.288    0.577 0.01046662   0.0012   0.0041
       0 2002 325 17.00 17653.71     1.57 12728.34     5.00 5694.74  3563.52   280.00    0.500     3.89    0.325     0.00    -0.40     0.80   397.93     0.00    0.338    0.462    0.061    0.399    0.402    0.800 0.02249882   0.0000   0.0041
       0 2002 326  7.00 17653.18     1.57 12731.16     5.00 5694.33  3561.06   280.00    0.500     3.87    0.323     0.00    -0.29     0.58   398.50     0.03    0.278    0.329    0.043    0.322    0.286    0.607 0.01541027   0.0020   0.0041
       0 2002 326 17.00 17652.52     1.57 12735.10     5.00 5693.77  3557.62   280.00    0.500     3.86    0.322     0.00    -0.32     0.72   399.22     0.00    0.258    0.461    0.061    0.319    0.400    0.719 0.01420362   0.0000   0.0041
       0 2002 327  7.00 17652.02     1.57 12737.91     5.00 5693.36  3555.16   280.00    0.500     3.84    0.321     0.00    -0.26     0.55   399.77     0.02    0.242    0.328    0.044    0.285    0.285    0.570 0.01600095   0.0013   0.0041
       0 2002 327 17.00 17651.43     1.57 12741.85     5.00 5692.80  3551.73   280.00    0.500     3.83    0.320     0.28    -0.26     0.65   400.42     0.00    0.197    0.457    0.061    0.258    0.396    0.654 0.01593451   0.0000   0.0041
       0 2002 328  7.00 17651.05     1.57 12744.67     5.00 5692.40  3549.28   280.00    0.500     3.83    0.319     0.35    -0.14     0.42   400.84     0.00    0.097    0.325    0.043    0.141    0.282    0.422 0.05938442   0.0000   0.0041
       0 2002 328 17.00 17650.53     1.57 12748.74     5.00 5691.81  3545.72   280.00    0.500     3.83    0.319     0.45    -0.18     0.58   401.43     0.00    0.113    0.469    0.063    0.176    0.406    0.582 0.04859172   0.0000   0.0041
       0 2002 329  7.50 17650.16     1.57 12751.42     5.00 5691.43  3543.40   280.00    0.500     3.83    0.319     0.33    -0.15     0.41   401.84     0.00    0.105    0.306    0.041    0.145    0.265    0.410 0.14143346   0.0000   0.0041
       0 2002 329 17.00 17649.61     1.56 12754.63     5.00 5690.84  3539.85   280.00    0.500     3.83    0.319     0.00    -0.20     1.46   403.29     0.00    0.136    1.322    0.062    0.198    1.260    1.459 0.33479041   0.0000   0.0041
       0 2002 330  7.50 17649.24     1.56 12756.74     5.00 5690.46  3537.53   280.00    0.500     3.81    0.318     0.00    -0.15     0.97   404.26     0.00    0.107    0.862    0.040    0.147    0.822    0.969 0.01713422   0.0000   0.0041
       0 2002 330 17.00 17648.68     1.56 12759.97     5.00 5689.88  3533.99   280.00    0.500     3.79    0.317     0.00    -0.21     1.46   405.72     0.00    0.149    1.308    0.061    0.210    1.247    1.457 0.02466941   0.0000   0.0041
       0 2002 331  7.50 17648.30     1.56 12762.09     5.00 5689.50  3531.67   280.00    0.500     3.77    0.315     0.00    -0.15     0.97   406.69     0.00    0.113    0.852    0.040    0.153    0.812    0.965 0.01413256   0.0000   0.0041
       0 2002 331 17.00 17647.68     1.56 12765.32     5.00 5688.91  3528.14   280.00    0.500     3.75    0.314     0.00    -0.27     1.51   408.20     0.00    0.213    1.296    0.060    0.273    1.236    1.509 0.01927046   0.0000   0.0041
       0 2002 332  7.50 17647.20     1.56 12767.43     5.00 5688.53  3525.82   280.00    0.500     3.74    0.312     0.00    -0.25     1.06   409.25     0.03    0.236    0.848    0.039    0.276    0.808    1.084 0.01019967   0.0014   0.0041
       0 2002 332 17.00 17646.48     1.56 12770.65     5.00 5687.95  3522.30   280.00    0.500     3.73    0.311     0.00    -0.37     1.61   410.87     0.00    0.311    1.302    0.061    0.372    1.241    1.613 0.01655581   0.0000   0.0041
       0 2002 333  7.50 17646.01     1.56 12772.75     5.00 5687.57  3519.98   280.00    0.500     3.71    0.310     0.00    -0.24     1.06   411.92     0.02    0.216    0.858    0.040    0.256    0.818    1.075 0.01109913   0.0009   0.0041
       0 2002 333 17.00 17645.34     1.56 12775.95     5.00 5686.99  3516.46   280.00    0.500     3.70    0.309     0.00    -0.32     1.58   413.50     0.00    0.263    1.314    0.061    0.324    1.253    1.577 0.01599308   0.0000   0.0041
       0 2002 334  7.50 17644.92     1.56 12777.94     5.00 5686.62  3514.28   280.00    0.500     3.69    0.308     0.00    -0.21     0.99   414.48     0.00    0.172    0.816    0.038    0.210    0.778    0.988 0.00796384   0.0001   0.0041
       0 2002 334 16.50 17644.21     1.56 12781.24     5.00 5686.02  3510.64   280.00    0.500     3.67    0.307     0.00    -0.35     1.65   416.13     0.00    0.284    1.362    0.063    0.348    1.299    1.647 0.01839579   0.0000   0.0041
       0 2002 335  7.50 17643.80     1.56 12783.23     5.00 5685.66  3508.46   280.00    0.500     3.66    0.306     0.00    -0.19     0.97   417.10     0.00    0.157    0.813    0.038    0.194    0.775    0.970 0.00804067   0.0000   0.0041
       0 2002 335 16.50 17643.16     1.56 12786.53     5.00 5685.06  3504.83   280.00    0.500     3.65    0.305     0.00    -0.28     1.57   418.67     0.00    0.214    1.351    0.063    0.277    1.288    1.566 0.01341439   0.0000   0.0041
       0 2002 336  7.50 17642.75     1.56 12788.52     5.00 5684.70  3502.65   280.00    0.500     3.64    0.304     0.00    -0.20     0.97   419.64     0.00    0.162    0.808    0.038    0.199    0.771    0.970 0.00979163   0.0000   0.0041
       0 2002 336 16.50 17642.11     1.55 12791.82     5.00 5684.09  3499.02   280.00    0.500     3.63    0.303     0.00    -0.28     1.56   421.20     0.00    0.212    1.353    0.063    0.275    1.290    1.565 0.01605938   0.0000   0.0041
       0 2002 337  7.50 17641.73     1.55 12793.80     5.00 5683.73  3496.85   280.00    0.500     3.62    0.302     0.00    -0.17     0.94   422.14     0.00    0.132    0.804    0.037    0.169    0.767    0.936 0.00651522   0.0000   0.0041
       0 2002 337 16.50 17641.12     1.55 12797.13     5.00 5683.13  3493.23   280.00    0.500     3.61    0.301     0.00    -0.25     1.50   423.64     0.00    0.188    1.316    0.061    0.249    1.255    1.504 0.01156746   0.0000   0.0041
       0 2002 338  7.50 17640.74     1.55 12799.15     5.00 5682.77  3491.06   280.00    0.500     3.60    0.300     0.00    -0.16     0.89   424.53     0.00    0.125    0.768    0.036    0.161    0.732    0.893 0.00800992   0.0000   0.0041
       0 2002 338 16.50 17640.14     1.55 12802.50     5.00 5682.17  3487.44   280.00    0.500     3.59    0.299     0.05    -0.24     1.46   426.00     0.00    0.179    1.286    0.059    0.238    1.226    1.465 0.01263546   0.0000   0.0041
       0 2002 339  7.50 17639.76     1.55 12804.52     5.00 5681.81  3485.28   280.00    0.500     3.59    0.299     0.00    -0.15     0.88   426.88     0.00    0.119    0.761    0.035    0.155    0.726    0.881 0.05080000   0.0000   0.0041
       0 2002 339 16.50 17639.16     1.55 12807.87     5.00 5681.22  3481.67   280.00    0.500     3.57    0.298     0.00    -0.24     1.45   428.33     0.00    0.178    1.277    0.059    0.237    1.218    1.455 0.01922946   0.0000   0.0041
       0 2002 340  7.50 17638.78     1.55 12809.87     5.00 5680.86  3479.50   280.00    0.500     3.56    0.297     0.00    -0.16     0.90   429.24     0.00    0.125    0.779    0.036    0.161    0.743    0.904 0.01157574   0.0000   0.0041
       0 2002 340 16.50 17638.16     1.55 12813.18     5.00 5680.26  3475.90   280.00    0.500     3.54    0.295     0.00    -0.26     1.52   430.75     0.00    0.199    1.318    0.061    0.260    1.257    1.517 0.02070258   0.0000   0.0041
       0 2002 341  7.50 17637.77     1.55 12815.17     5.00 5679.90  3473.74   280.00    0.500     3.52    0.294     0.00    -0.18     0.93   431.68     0.00    0.140    0.785    0.036    0.176    0.749    0.925 0.01184781   0.0000   0.0041
       0 2002 341 16.50 17637.18     1.55 12818.48     5.00 5679.30  3470.15   280.00    0.500     3.51    0.293     0.00    -0.23     1.47   433.15     0.00    0.168    1.306    0.060    0.228    1.246    1.474 0.01680456   0.0000   0.0041
       0 2002 342  7.50 17636.81     1.55 12820.47     5.00 5678.94  3467.99   280.00    0.500     3.50    0.292     0.00    -0.15     0.90   434.05     0.00    0.118    0.777    0.036    0.154    0.741    0.895 0.00864426   0.0000   0.0041
       0 2002 342 16.50 17636.15     1.55 12823.80     5.00 5678.34  3464.40   280.00    0.500     3.48    0.291     0.00    -0.30     1.53   435.58     0.00    0.237    1.291    0.060    0.297    1.232    1.528 0.02208578   0.0000   0.0041
       0 2002 343  7.50 17635.72     1.55 12825.79     5.00 5677.98  3462.25   280.00    0.500     3.46    0.289     0.00    -0.20     0.94   436.51     0.00    0.168    0.769    0.035    0.203    0.733    0.937 0.01399271   0.0000   0.0041
